gain_id,ratio_label,gain_correct,algorithm,seed,train_timesteps,eval_episodes,elapsed_seconds,learning_gain,final_knowledge,success_rate,dropout_rate,adaptation_accuracy,emotional_wellbeing,mean_episode_reward,action_diversity_shannon,dominance_detected,action_frequencies,dominant_actions
G0,1:1,1.0,DQN,13,50000,500,21.8,0.5952781177271478,0.7221480374880795,0.378,0.0,0.18824595576731212,0.3860626001175664,3.2140270413272676,1.4432377629556865,False,"{'hint': 0.0001, 'scaffold': 0.174, 'encouragement': 0.21, 'simplify_problem': 0.3121, 'harder_problem': 0.0, 'break': 0.0, 'explanation': 0.2796, 'no_action': 0.0242}",[]
G0,1:1,1.0,DQN,21,50000,500,21.7,0.22222865313729673,0.46930435126915265,0.016,0.0,0.18288761904761908,0.4081966699638447,3.0108808631189015,0.6329990012519511,True,"{'hint': 0.0, 'scaffold': 0.1829, 'encouragement': 0.008, 'simplify_problem': 0.0, 'harder_problem': 0.0002, 'break': 0.0247, 'explanation': 0.0, 'no_action': 0.7843}",['no_action']
G0,1:1,1.0,DQN,99,50000,500,21.4,0.35022000484283056,0.5512745089538686,0.05,0.0,0.13848493589125616,0.39154402678293493,3.043517859288764,1.2293945409126426,False,"{'hint': 0.4995, 'scaffold': 0.1371, 'encouragement': 0.0975, 'simplify_problem': 0.0, 'harder_problem': 0.0011, 'break': 0.26, 'explanation': 0.0048, 'no_action': 0.0}",[]
G0,1:1,1.0,DQN,314,50000,500,21.5,0.2466686160955192,0.48102136351743496,0.01,0.0,0.1484,0.4182665191892511,3.2290220271495236,1.5378610083354967,False,"{'hint': 0.1845, 'scaffold': 0.1478, 'encouragement': 0.2508, 'simplify_problem': 0.0, 'harder_problem': 0.0, 'break': 0.1019, 'explanation': 0.0, 'no_action': 0.315}",[]
G1,2:1,0.5,Random,42,0,500,1.6,0.44189688117100195,0.6148122959878182,0.136,0.0,0.28943517570816907,0.3697272077075088,2.7786338409597287,2.0698664460205176,False,"{'hint': 0.1314, 'scaffold': 0.1316, 'encouragement': 0.104, 'simplify_problem': 0.1142, 'harder_problem': 0.152, 'break': 0.1037, 'explanation': 0.1159, 'no_action': 0.1473}",[]
G1,2:1,0.5,Random,7,0,500,1.6,0.4397303087987133,0.6155820017287881,0.128,0.0,0.28138242528445834,0.37602518186242295,2.8488675798906407,2.069842294064533,False,"{'hint': 0.1326, 'scaffold': 0.1302, 'encouragement': 0.1039, 'simplify_problem': 0.1139, 'harder_problem': 0.1461, 'break': 0.1048, 'explanation': 0.1149, 'no_action': 0.1536}",[]
G1,2:1,0.5,Random,13,0,500,1.6,0.4487765619524705,0.6214125589599739,0.134,0.0,0.2884648723257419,0.371485622667798,2.796495281608386,2.0684503641697884,False,"{'hint': 0.1316, 'scaffold': 0.1303, 'encouragement': 0.1033, 'simplify_problem': 0.1154, 'harder_problem': 0.1534, 'break': 0.1031, 'explanation': 0.1117, 'no_action': 0.151}",[]
G1,2:1,0.5,Random,21,0,500,1.6,0.4616502390909246,0.6284205433807654,0.158,0.0,0.2834935005302267,0.3786735624436083,2.904782401195965,2.0700602425512016,False,"{'hint': 0.1296, 'scaffold': 0.1312, 'encouragement': 0.103, 'simplify_problem': 0.1169, 'harder_problem': 0.1465, 'break': 0.1052, 'explanation': 0.1145, 'no_action': 0.1532}",[]
G1,2:1,0.5,Random,99,0,500,1.6,0.4379457816002723,0.6121051440327301,0.13,0.0,0.2864286954826559,0.3755854997235472,2.825415511760158,2.069326484950611,False,"{'hint': 0.1311, 'scaffold': 0.1318, 'encouragement': 0.1027, 'simplify_problem': 0.1137, 'harder_problem': 0.1497, 'break': 0.1043, 'explanation': 0.1151, 'no_action': 0.1515}",[]
G1,2:1,0.5,Random,314,0,500,1.6,0.44905415850790237,0.6185549109203996,0.144,0.0,0.2910071057835165,0.3719060304410174,2.7969323805125788,2.0675984144299857,False,"{'hint': 0.1311, 'scaffold': 0.1325, 'encouragement': 0.103, 'simplify_problem': 0.1141, 'harder_problem': 0.1526, 'break': 0.1008, 'explanation': 0.1127, 'no_action': 0.1531}",[]
G1,2:1,0.5,ERT,42,0,500,1.5,0.46408842416208784,0.6292257108676549,0.184,0.0,0.3905181600994988,0.3998096368171898,3.1641231925602478,1.8907863499416795,False,"{'hint': 0.2194, 'scaffold': 0.2552, 'encouragement': 0.1345, 'simplify_problem': 0.024, 'harder_problem': 0.1304, 'break': 0.0541, 'explanation': 0.0609, 'no_action': 0.1215}",[]
G1,2:1,0.5,ERT,7,0,500,1.5,0.46240339484415743,0.6292574157883225,0.192,0.0,0.3841389781290349,0.40368770271264787,3.199127780932319,1.8928618723183908,False,"{'hint': 0.2162, 'scaffold': 0.2549, 'encouragement': 0.1341, 'simplify_problem': 0.0231, 'harder_problem': 0.124, 'break': 0.055, 'explanation': 0.0621, 'no_action': 0.1307}",[]
G1,2:1,0.5,ERT,13,0,500,1.5,0.4643795615731763,0.6328295902840654,0.17,0.0,0.3814486519078325,0.40286085288086143,3.1936105790709406,1.8945992723624978,False,"{'hint': 0.2182, 'scaffold': 0.2562, 'encouragement': 0.1341, 'simplify_problem': 0.0247, 'harder_problem': 0.1199, 'break': 0.0567, 'explanation': 0.062, 'no_action': 0.1282}",[]
G1,2:1,0.5,ERT,21,0,500,1.5,0.48240375771225896,0.641859243662948,0.178,0.0,0.3798934489786145,0.4044592750843451,3.218500052708502,1.8981362505467563,False,"{'hint': 0.2136, 'scaffold': 0.2514, 'encouragement': 0.1316, 'simplify_problem': 0.0245, 'harder_problem': 0.1234, 'break': 0.0549, 'explanation': 0.0616, 'no_action': 0.139}",[]
G1,2:1,0.5,ERT,99,0,500,1.5,0.449689013856264,0.6217448337554584,0.178,0.0,0.381443411162278,0.40549783045688886,3.2099422101969366,1.8926144594077636,False,"{'hint': 0.2172, 'scaffold': 0.2562, 'encouragement': 0.1358, 'simplify_problem': 0.0244, 'harder_problem': 0.1202, 'break': 0.056, 'explanation': 0.0601, 'no_action': 0.1302}",[]
G1,2:1,0.5,ERT,314,0,500,1.5,0.46578945641098535,0.6297487396083153,0.17,0.0,0.38269396115462984,0.4043165680490566,3.208903099824387,1.8886200344304567,False,"{'hint': 0.2181, 'scaffold': 0.2564, 'encouragement': 0.1357, 'simplify_problem': 0.0235, 'harder_problem': 0.1204, 'break': 0.0531, 'explanation': 0.0609, 'no_action': 0.132}",[]
G1,2:1,0.5,DQN,42,50000,500,21.8,0.6497188925017992,0.7581371414263224,0.448,0.0,0.6615717164550504,0.397812585480107,3.2614235188308056,1.3790538592967019,False,"{'hint': 0.0388, 'scaffold': 0.3652, 'encouragement': 0.0001, 'simplify_problem': 0.0022, 'harder_problem': 0.2934, 'break': 0.0, 'explanation': 0.2406, 'no_action': 0.0597}",[]
G1,2:1,0.5,DQN,7,50000,500,22.3,0.6769543619741094,0.779264551031566,0.544,0.0,0.9239455448651674,0.37777265268586735,3.0229547336428815,0.8998522456069329,False,"{'hint': 0.0, 'scaffold': 0.3864, 'encouragement': 0.0001, 'simplify_problem': 0.0, 'harder_problem': 0.5374, 'break': 0.0758, 'explanation': 0.0, 'no_action': 0.0003}",[]
G1,2:1,0.5,DQN,13,50000,500,22.9,0.46315545314770784,0.632321539052142,0.224,0.0,0.5096495387864041,0.4085189149025541,3.377696469063053,1.4864985399371016,False,"{'hint': 0.0, 'scaffold': 0.3981, 'encouragement': 0.007, 'simplify_problem': 0.07, 'harder_problem': 0.1117, 'break': 0.2266, 'explanation': 0.0007, 'no_action': 0.1859}",[]
G1,2:1,0.5,DQN,21,50000,500,22.0,0.5856957772330459,0.7129507467395585,0.406,0.0,0.7111665876124418,0.41043955488182754,3.430730280922297,1.3843290401496389,False,"{'hint': 0.0051, 'scaffold': 0.4423, 'encouragement': 0.032, 'simplify_problem': 0.0016, 'harder_problem': 0.265, 'break': 0.1261, 'explanation': 0.0, 'no_action': 0.1279}",[]
G1,2:1,0.5,DQN,99,50000,500,22.2,0.4582968462475055,0.6260904966898934,0.164,0.0,0.12284512476385902,0.38662280718489545,3.0041480144101853,1.399534583110537,False,"{'hint': 0.4381, 'scaffold': 0.028, 'encouragement': 0.0037, 'simplify_problem': 0.1336, 'harder_problem': 0.1068, 'break': 0.0, 'explanation': 0.2776, 'no_action': 0.0122}",[]
G1,2:1,0.5,DQN,314,50000,500,22.2,0.42431503249382035,0.6025462177536124,0.098,0.0,0.48935,0.43104493389354864,3.6265040748052377,1.1441079648476582,False,"{'hint': 0.0002, 'scaffold': 0.489, 'encouragement': 0.2584, 'simplify_problem': 0.0, 'harder_problem': 0.0006, 'break': 0.2228, 'explanation': 0.0002, 'no_action': 0.0288}",[]
G2,3.3:1,0.3,Random,42,0,500,1.7,0.41217489649279243,0.5943073905495471,0.104,0.0,0.28836487200136174,0.3686871362080268,2.7302477139339545,2.069904107166543,False,"{'hint': 0.1315, 'scaffold': 0.1317, 'encouragement': 0.1041, 'simplify_problem': 0.1136, 'harder_problem': 0.1514, 'break': 0.1039, 'explanation': 0.1159, 'no_action': 0.1479}",[]
G2,3.3:1,0.3,Random,7,0,500,1.6,0.4080395747676535,0.59380467832563,0.108,0.0,0.28213251534596057,0.37133208512808163,2.754174667305839,2.0695751404816596,False,"{'hint': 0.1326, 'scaffold': 0.1306, 'encouragement': 0.1034, 'simplify_problem': 0.1138, 'harder_problem': 0.1463, 'break': 0.1046, 'explanation': 0.1148, 'no_action': 0.1539}",[]
G2,3.3:1,0.3,Random,13,0,500,1.6,0.4172168247095868,0.6002358843046965,0.11,0.0,0.2896762569213732,0.3693815123582024,2.737286032371414,2.068137661251855,False,"{'hint': 0.1316, 'scaffold': 0.13, 'encouragement': 0.1032, 'simplify_problem': 0.1152, 'harder_problem': 0.1545, 'break': 0.1027, 'explanation': 0.1117, 'no_action': 0.151}",[]
G2,3.3:1,0.3,Random,21,0,500,1.6,0.4297983553056423,0.6066621719019266,0.122,0.0,0.2848712303103059,0.3746421205440905,2.8196305934848267,2.069743508619135,False,"{'hint': 0.1294, 'scaffold': 0.1314, 'encouragement': 0.1032, 'simplify_problem': 0.116, 'harder_problem': 0.1475, 'break': 0.1049, 'explanation': 0.1143, 'no_action': 0.1534}",[]
G2,3.3:1,0.3,Random,99,0,500,1.7,0.40979172025256205,0.5919482017782729,0.114,0.0,0.28744069527135274,0.3735151012025782,2.771609729043972,2.0688803278836767,False,"{'hint': 0.1309, 'scaffold': 0.132, 'encouragement': 0.1021, 'simplify_problem': 0.1139, 'harder_problem': 0.1505, 'break': 0.1038, 'explanation': 0.1148, 'no_action': 0.152}",[]
G2,3.3:1,0.3,Random,314,0,500,1.6,0.4184088327841671,0.597603469498337,0.116,0.0,0.2913353846153846,0.36878938953527624,2.7293533216811534,2.067601623920986,False,"{'hint': 0.1306, 'scaffold': 0.1326, 'encouragement': 0.1035, 'simplify_problem': 0.1131, 'harder_problem': 0.1529, 'break': 0.1015, 'explanation': 0.1124, 'no_action': 0.1534}",[]
G2,3.3:1,0.3,ERT,42,0,500,1.5,0.43645406302042233,0.6115746032780441,0.144,0.0,0.38308304473727284,0.3983883177139345,3.117860853969104,1.8939185705902664,False,"{'hint': 0.2201, 'scaffold': 0.258, 'encouragement': 0.1353, 'simplify_problem': 0.0247, 'harder_problem': 0.1192, 'break': 0.0559, 'explanation': 0.0655, 'no_action': 0.1213}",[]
G2,3.3:1,0.3,ERT,7,0,500,1.5,0.4364022846724198,0.6121478906286317,0.134,0.0,0.3787757644927817,0.4031990266806725,3.1626769362643854,1.8895242660634188,False,"{'hint': 0.221, 'scaffold': 0.2595, 'encouragement': 0.1352, 'simplify_problem': 0.0241, 'harder_problem': 0.1133, 'break': 0.0554, 'explanation': 0.064, 'no_action': 0.1274}",[]
G2,3.3:1,0.3,ERT,13,0,500,1.5,0.4358708268176491,0.6124087941440206,0.132,0.0,0.37783309383384106,0.4024568682360329,3.160045654465348,1.8887333018327355,False,"{'hint': 0.2202, 'scaffold': 0.2603, 'encouragement': 0.1358, 'simplify_problem': 0.0243, 'harder_problem': 0.1116, 'break': 0.0561, 'explanation': 0.0621, 'no_action': 0.1296}",[]
G2,3.3:1,0.3,ERT,21,0,500,1.6,0.46056616619811513,0.6280509175469872,0.142,0.0,0.3741125020577914,0.4034256247340128,3.185384918763686,1.8976875029220852,False,"{'hint': 0.2191, 'scaffold': 0.2539, 'encouragement': 0.1325, 'simplify_problem': 0.0248, 'harder_problem': 0.1147, 'break': 0.0577, 'explanation': 0.0639, 'no_action': 0.1333}",[]
G2,3.3:1,0.3,ERT,99,0,500,1.5,0.4231992465824203,0.6032883661787625,0.142,0.0,0.3761579606700619,0.40520675111982946,3.1775136042519487,1.8894232241984743,False,"{'hint': 0.2214, 'scaffold': 0.2592, 'encouragement': 0.1376, 'simplify_problem': 0.0252, 'harder_problem': 0.1115, 'break': 0.0565, 'explanation': 0.0606, 'no_action': 0.1281}",[]
G2,3.3:1,0.3,ERT,314,0,500,1.6,0.43651200376325683,0.6112080934499956,0.156,0.0,0.37486778574992036,0.4025619489497847,3.1597934308544753,1.8920868830477726,False,"{'hint': 0.2207, 'scaffold': 0.2574, 'encouragement': 0.1373, 'simplify_problem': 0.0245, 'harder_problem': 0.1124, 'break': 0.055, 'explanation': 0.0652, 'no_action': 0.1275}",[]
G2,3.3:1,0.3,DQN,42,50000,500,22.3,0.6116435491475739,0.730893082318466,0.422,0.0,0.6882824217265966,0.3361536831702388,2.358344709227333,0.9959925747990804,False,"{'hint': 0.2234, 'scaffold': 0.0434, 'encouragement': 0.0887, 'simplify_problem': 0.0, 'harder_problem': 0.6403, 'break': 0.0, 'explanation': 0.0008, 'no_action': 0.0033}",[]
G2,3.3:1,0.3,DQN,7,50000,500,22.0,0.40300275893984294,0.5917466186280562,0.084,0.0,0.2838535575139146,0.4019825960837893,3.1870504234126127,1.6515832309177918,False,"{'hint': 0.0029, 'scaffold': 0.1475, 'encouragement': 0.2447, 'simplify_problem': 0.2166, 'harder_problem': 0.1274, 'break': 0.0173, 'explanation': 0.2436, 'no_action': 0.0}",[]
G2,3.3:1,0.3,DQN,13,50000,500,22.0,0.3066194691932984,0.5249095761282482,0.028,0.0,0.06572,0.3914604117457528,3.0564574649035845,1.5620585397134525,False,"{'hint': 0.0, 'scaffold': 0.0229, 'encouragement': 0.2159, 'simplify_problem': 0.3085, 'harder_problem': 0.0416, 'break': 0.165, 'explanation': 0.245, 'no_action': 0.0011}",[]
G2,3.3:1,0.3,DQN,21,50000,500,21.9,0.39360233862914457,0.5818243662915591,0.086,0.0,0.47907537414965984,0.4316315771738788,3.494746879453861,1.0235980873968606,False,"{'hint': 0.0095, 'scaffold': 0.4591, 'encouragement': 0.0007, 'simplify_problem': 0.0653, 'harder_problem': 0.0201, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.4453}",[]
G2,3.3:1,0.3,DQN,99,50000,500,21.9,0.3833438443447396,0.5741071763413337,0.084,0.0,0.14633421438621344,0.379943075243846,2.828027034284376,1.290784969579635,False,"{'hint': 0.5001, 'scaffold': 0.1186, 'encouragement': 0.0001, 'simplify_problem': 0.114, 'harder_problem': 0.0282, 'break': 0.0, 'explanation': 0.239, 'no_action': 0.0}",[]
G2,3.3:1,0.3,DQN,314,50000,500,21.9,0.13143047762062138,0.40491870180994183,0.0,0.0,0.15252000000000004,0.40340718398308656,2.898854994460734,0.8461331200725326,True,"{'hint': 0.0063, 'scaffold': 0.1524, 'encouragement': 0.0718, 'simplify_problem': 0.0, 'harder_problem': 0.005, 'break': 0.0239, 'explanation': 0.0, 'no_action': 0.7405}",['no_action']
G3,5:1,0.2,Random,42,0,500,1.6,0.39238078250658215,0.5815135191751458,0.088,0.0,0.2889881358281358,0.3679430244157585,2.7046525200800975,2.069665163155805,False,"{'hint': 0.1314, 'scaffold': 0.1321, 'encouragement': 0.104, 'simplify_problem': 0.1138, 'harder_problem': 0.152, 'break': 0.1035, 'explanation': 0.1155, 'no_action': 0.1478}",[]
G3,5:1,0.2,Random,7,0,500,1.6,0.39110851749887504,0.5821984515983358,0.094,0.0,0.28275,0.370534631794528,2.722229871718688,2.0693750713700148,False,"{'hint': 0.1323, 'scaffold': 0.1302, 'encouragement': 0.1035, 'simplify_problem': 0.1136, 'harder_problem': 0.1474, 'break': 0.1045, 'explanation': 0.1146, 'no_action': 0.1539}",[]
G3,5:1,0.2,Random,13,0,500,1.8,0.40055712890272277,0.5889448522060549,0.094,0.0,0.2897162569213732,0.36858125753163656,2.710274619169326,2.068137661251855,False,"{'hint': 0.1316, 'scaffold': 0.13, 'encouragement': 0.1032, 'simplify_problem': 0.1152, 'harder_problem': 0.1545, 'break': 0.1027, 'explanation': 0.1117, 'no_action': 0.151}",[]
G3,5:1,0.2,Random,21,0,500,1.7,0.41001658248371126,0.5931273726681177,0.116,0.0,0.2841041354436511,0.37563018869199344,2.813065806981282,2.0701296891656416,False,"{'hint': 0.1294, 'scaffold': 0.132, 'encouragement': 0.1034, 'simplify_problem': 0.1161, 'harder_problem': 0.1461, 'break': 0.105, 'explanation': 0.115, 'no_action': 0.1531}",[]
G3,5:1,0.2,Random,99,0,500,1.6,0.3958792850037045,0.5825029324334868,0.09,0.0,0.2886071901804199,0.37336534581549585,2.7545486524732112,2.069015684021612,False,"{'hint': 0.1302, 'scaffold': 0.1328, 'encouragement': 0.1023, 'simplify_problem': 0.1137, 'harder_problem': 0.1502, 'break': 0.1042, 'explanation': 0.1146, 'no_action': 0.1519}",[]
G3,5:1,0.2,Random,314,0,500,1.6,0.4022967362572037,0.5867412188658824,0.094,0.0,0.29132,0.36827365656776845,2.7070862123850987,2.067608357007352,False,"{'hint': 0.1306, 'scaffold': 0.1325, 'encouragement': 0.1035, 'simplify_problem': 0.1132, 'harder_problem': 0.1529, 'break': 0.1015, 'explanation': 0.1124, 'no_action': 0.1534}",[]
G3,5:1,0.2,ERT,42,0,500,1.5,0.4219425426474243,0.6013989768725253,0.12,0.0,0.3786424868052759,0.39766670834809126,3.0927220569532587,1.8915198706297072,False,"{'hint': 0.2244, 'scaffold': 0.261, 'encouragement': 0.135, 'simplify_problem': 0.0257, 'harder_problem': 0.1109, 'break': 0.0573, 'explanation': 0.0659, 'no_action': 0.1197}",[]
G3,5:1,0.2,ERT,7,0,500,1.5,0.4236847416546735,0.6038529139471916,0.122,0.0,0.37775841803625293,0.4031850673047193,3.1491615068583756,1.8872090320858033,False,"{'hint': 0.2222, 'scaffold': 0.2608, 'encouragement': 0.1363, 'simplify_problem': 0.0244, 'harder_problem': 0.1109, 'break': 0.0546, 'explanation': 0.0637, 'no_action': 0.1271}",[]
G3,5:1,0.2,ERT,13,0,500,1.5,0.42349847993600237,0.603744027575767,0.124,0.0,0.37551625730965604,0.4023111855407073,3.1438448325809465,1.8879827900291293,False,"{'hint': 0.2221, 'scaffold': 0.2621, 'encouragement': 0.1365, 'simplify_problem': 0.026, 'harder_problem': 0.1074, 'break': 0.0557, 'explanation': 0.0617, 'no_action': 0.1284}",[]
G3,5:1,0.2,ERT,21,0,500,1.5,0.4441495344650476,0.6168503200551415,0.12,0.0,0.3706233453788294,0.4035736055808635,3.170789967216275,1.8956320396282826,False,"{'hint': 0.2203, 'scaffold': 0.256, 'encouragement': 0.1335, 'simplify_problem': 0.0252, 'harder_problem': 0.1094, 'break': 0.058, 'explanation': 0.064, 'no_action': 0.1336}",[]
G3,5:1,0.2,ERT,99,0,500,1.5,0.41009060644203915,0.5941587627519345,0.122,0.0,0.37475799115341685,0.4037750898085252,3.1476622530637077,1.897320309993876,False,"{'hint': 0.2178, 'scaffold': 0.2579, 'encouragement': 0.1376, 'simplify_problem': 0.0264, 'harder_problem': 0.1115, 'break': 0.0568, 'explanation': 0.0645, 'no_action': 0.1275}",[]
G3,5:1,0.2,ERT,314,0,500,1.5,0.4211905895971311,0.6009978958579324,0.14,0.0,0.3729926778234044,0.40188687091983194,3.135618897529395,1.8925493104825737,False,"{'hint': 0.2192, 'scaffold': 0.2595, 'encouragement': 0.136, 'simplify_problem': 0.024, 'harder_problem': 0.1083, 'break': 0.0567, 'explanation': 0.0668, 'no_action': 0.1295}",[]
G3,5:1,0.2,DQN,42,50000,500,22.0,0.663820819385935,0.767949687448585,0.504,0.0,0.672982915143221,0.37275773610853885,2.896910807739414,1.0641678499289164,False,"{'hint': 0.0009, 'scaffold': 0.2216, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.4542, 'break': 0.0, 'explanation': 0.3233, 'no_action': 0.0}",[]
G3,5:1,0.2,DQN,7,50000,500,22.1,0.36060149150117754,0.5612286762761894,0.064,0.0,0.4667297830892512,0.39906305508877943,3.0558453450833363,1.3446034523239034,False,"{'hint': 0.0152, 'scaffold': 0.4607, 'encouragement': 0.1861, 'simplify_problem': 0.2664, 'harder_problem': 0.0335, 'break': 0.0087, 'explanation': 0.0294, 'no_action': 0.0}",[]
G3,5:1,0.2,DQN,13,50000,500,21.8,0.3759039873734892,0.5725871552796031,0.062,0.0,0.4995412765957447,0.4302698276100377,3.581148888409926,1.0605928500424768,False,"{'hint': 0.0, 'scaffold': 0.499, 'encouragement': 0.2594, 'simplify_problem': 0.0, 'harder_problem': 0.0006, 'break': 0.2379, 'explanation': 0.003, 'no_action': 0.0}",[]
G3,5:1,0.2,DQN,21,50000,500,21.8,0.5706326196140435,0.7038733647641088,0.32,0.0,0.6844122056583457,0.4171887861378824,3.478360079936864,1.1884558029822325,False,"{'hint': 0.0, 'scaffold': 0.3288, 'encouragement': 0.0036, 'simplify_problem': 0.2942, 'harder_problem': 0.3545, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0189}",[]
G3,5:1,0.2,DQN,99,50000,500,21.7,0.6811452712952498,0.7791667392575207,0.54,0.0,0.9843875061123116,0.3720571607360987,2.9024007977139235,0.7201077579550312,False,"{'hint': 0.0158, 'scaffold': 0.3473, 'encouragement': 0.0, 'simplify_problem': 0.0, 'harder_problem': 0.6369, 'break': 0.0, 'explanation': 0.0, 'no_action': 0.0}",[]
